response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,704,Warbird,Female,null,5'11',120 lb,Blue,Blond,Carol Danvers,"Binary, Captain Marvel",Binary,"Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Binary,good,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",null,null,null,null,null,null,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion
success,704,Warbird,Female,null,180 cm,54 kg,Blue,Blond,Carol Danvers,"Binary, Captain Marvel",Ms. Marvel,"Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Binary,good,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",null,null,null,null,null,null,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion
success,704,Warbird,Female,null,180 cm,54 kg,Blue,Blond,Carol Danvers,"Binary, Captain Marvel",Binary,"Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Binary,good,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",null,null,null,null,null,null,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion
success,705,Warlock,Male,null,6'2',240 lb,Red,Blond,Adam Warlock,No alter egos found.,Him,"The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,Marvel Comics,good,"Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",-,88,36,79,95,71,95,"Avenger, savior of worlds","Counter-Earth, later mobile"
success,705,Warlock,Male,null,6'2',240 lb,Red,Blond,Adam Warlock,No alter egos found.,(in an alternate future) the Magus,"The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,Marvel Comics,good,"Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",-,88,36,79,95,71,95,"Avenger, savior of worlds","Counter-Earth, later mobile"
success,705,Warlock,Male,null,188 cm,108 kg,Red,Blond,Adam Warlock,No alter egos found.,Him,"The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,Marvel Comics,good,"Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",-,88,36,79,95,71,95,"Avenger, savior of worlds","Counter-Earth, later mobile"
success,705,Warlock,Male,null,188 cm,108 kg,Red,Blond,Adam Warlock,No alter egos found.,(in an alternate future) the Magus,"The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,Marvel Comics,good,"Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",-,88,36,79,95,71,95,"Avenger, savior of worlds","Counter-Earth, later mobile"
success,706,Warp,Male,null,5'8,148 lb,Brown,Black,Emil LaSalle,No alter egos found.,-,-,The New Teen Titans #14 (December 1981),DC Comics,bad,"Brotherhood of Evil, The Society",-,38,10,23,28,85,50,-,-
success,706,Warp,Male,null,173 cm,67 kg,Brown,Black,Emil LaSalle,No alter egos found.,-,-,The New Teen Titans #14 (December 1981),DC Comics,bad,"Brotherhood of Evil, The Society",-,38,10,23,28,85,50,-,-
success,707,Warpath,Male,Mutant,7'2,350 lb,Brown,Black,James Proudstar,Thunderbird II,Thunderbird,"Camp Verde, Arizona","New Mutants #16 (June, 1984)",Thunderbird II,good,"X-Men (Team Cyclops), Security Recon; formerly X-Force (Strike Team), X-Corporation, X-Force, New Mutants, Hellions","Thunderbird (John Proudstar, brother, deceased), Maria Proudstar (mother, deceased), Neal Proudstar (father, deceased)",38,72,47,70,26,84,Adventurer,-
success,707,Warpath,Male,Mutant,218 cm,158 kg,Brown,Black,James Proudstar,Thunderbird II,Thunderbird,"Camp Verde, Arizona","New Mutants #16 (June, 1984)",Thunderbird II,good,"X-Men (Team Cyclops), Security Recon; formerly X-Force (Strike Team), X-Corporation, X-Force, New Mutants, Hellions","Thunderbird (John Proudstar, brother, deceased), Maria Proudstar (mother, deceased), Neal Proudstar (father, deceased)",38,72,47,70,26,84,Adventurer,-
success,708,Wasp,Female,Human,5'4,110 lb,Blue,Auburn,Janet Van Dyne,No alter egos found.,Pixie,"Cresskill, New Jersey",TALES TO ASTONISH #44,Marvel Comics,good,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",63,17,58,52,29,42,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion
success,708,Wasp,Female,Human,163 cm,50 kg,Blue,Auburn,Janet Van Dyne,No alter egos found.,Pixie,"Cresskill, New Jersey",TALES TO ASTONISH #44,Marvel Comics,good,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",63,17,58,52,29,42,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion
success,709,Watcher,Male,null,-,- lb,-,-,Uatu,No alter egos found.,-,-,"Fantastic Four #13 (April, 1963)",Marvel Comics,good,"The Watchers, Friend and Ally of the Fantastic Four, among other Earth heroes","Ikor (father); Aron (nephew); Qyre, Zoma (cousins)",100,80,67,89,100,56,-,-
success,709,Watcher,Male,null,0 cm,0 kg,-,-,Uatu,No alter egos found.,-,-,"Fantastic Four #13 (April, 1963)",Marvel Comics,good,"The Watchers, Friend and Ally of the Fantastic Four, among other Earth heroes","Ikor (father); Aron (nephew); Qyre, Zoma (cousins)",100,80,67,89,100,56,-,-
success,710,Weapon XI,Male,null,-,- lb,-,-,Weapon XI,No alter egos found.,weapon 10,-,-,Marvel Comics,bad,-,-,null,null,null,null,null,null,-,-
success,710,Weapon XI,Male,null,0 cm,0 kg,-,-,Weapon XI,No alter egos found.,weapon 10,-,-,Marvel Comics,bad,-,-,null,null,null,null,null,null,-,-
success,711,White Canary,Female,Human,-,- lb,Brown,Black,,No alter egos found.,Silk Sister,-,Birds of Prey #1,DC Comics,bad,-,-,63,7,33,15,49,90,-,-
success,711,White Canary,Female,Human,-,- lb,Brown,Black,,No alter egos found.,Sara Lance,-,Birds of Prey #1,DC Comics,bad,-,-,63,7,33,15,49,90,-,-
success,711,White Canary,Female,Human,0 cm,0 kg,Brown,Black,,No alter egos found.,Silk Sister,-,Birds of Prey #1,DC Comics,bad,-,-,63,7,33,15,49,90,-,-
success,711,White Canary,Female,Human,0 cm,0 kg,Brown,Black,,No alter egos found.,Sara Lance,-,Birds of Prey #1,DC Comics,bad,-,-,63,7,33,15,49,90,-,-
success,712,White Queen,Female,null,5'10',144 lb,Blue,Blond,Emma Grace Frost,No alter egos found.,White Queen,"Boston, Massachusetts",UNCANNY X-MEN #129,Marvel Comics,good,"X-Men formerly Generation X headmistress, Hellions controller, Hellfire Club Inner Circle","Winston (father), Hazel (mother), Cordelia (sister), Adrienne (sister, deceased), Christian (brother), Steven (brother-in-law, deceased), Jocasta (cousin)",null,null,null,null,null,null,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International","Xavier Institute, Salem Center, Westchester, New York; formerly Massachusetts Academy"
success,712,White Queen,Female,null,178 cm,65 kg,Blue,Blond,Emma Grace Frost,No alter egos found.,White Queen,"Boston, Massachusetts",UNCANNY X-MEN #129,Marvel Comics,good,"X-Men formerly Generation X headmistress, Hellions controller, Hellfire Club Inner Circle","Winston (father), Hazel (mother), Cordelia (sister), Adrienne (sister, deceased), Christian (brother), Steven (brother-in-law, deceased), Jocasta (cousin)",null,null,null,null,null,null,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International","Xavier Institute, Salem Center, Westchester, New York; formerly Massachusetts Academy"
success,713,Wildfire,Male,null,-,- lb,-,-,Drake Burroughs,No alter egos found.,ERG-1,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,-,- lb,-,-,Drake Burroughs,No alter egos found.,Atom'x,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,-,- lb,-,-,Drake Burroughs,No alter egos found.,Randall Burroughs,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,-,- lb,-,-,Drake Burroughs,No alter egos found.,Jahr-Drake Nigle,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,0 cm,0 kg,-,-,Drake Burroughs,No alter egos found.,ERG-1,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,0 cm,0 kg,-,-,Drake Burroughs,No alter egos found.,Atom'x,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,0 cm,0 kg,-,-,Drake Burroughs,No alter egos found.,Randall Burroughs,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,713,Wildfire,Male,null,0 cm,0 kg,-,-,Drake Burroughs,No alter egos found.,Jahr-Drake Nigle,-,-,DC Comics,good,Legion of Super-Heroes,-,50,32,23,100,77,42,-,-
success,714,Winter Soldier,Male,Human,5'9,260 lb,Brown,Brown,Bucky Barnes,No alter egos found.,Bucky,-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",56,32,35,65,60,84,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-
success,714,Winter Soldier,Male,Human,5'9,260 lb,Brown,Brown,Bucky Barnes,No alter egos found.,Captain America,-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",56,32,35,65,60,84,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-
success,714,Winter Soldier,Male,Human,175 cm,117 kg,Brown,Brown,Bucky Barnes,No alter egos found.,Bucky,-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",56,32,35,65,60,84,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-
success,714,Winter Soldier,Male,Human,175 cm,117 kg,Brown,Brown,Bucky Barnes,No alter egos found.,Captain America,-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",56,32,35,65,60,84,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-
success,715,Wiz Kid,-,null,4'7',87 lb,Brown,Black,Takashi Matsuya,No alter egos found.,-,Place of birth unknown,X-TERMINATORS # 1,Marvel Comics,good,X-Terminators,Unnamed parents deceased,null,null,null,null,null,null,Student,"Saint Simons Academy, New Hampshire"
success,715,Wiz Kid,-,null,140 cm,39 kg,Brown,Black,Takashi Matsuya,No alter egos found.,-,Place of birth unknown,X-TERMINATORS # 1,Marvel Comics,good,X-Terminators,Unnamed parents deceased,null,null,null,null,null,null,Student,"Saint Simons Academy, New Hampshire"
success,716,Wolfsbane,Female,null,12',1050 lb,Green,Auburn,Rahne Sinclair,No alter egos found.,Grimfang,"Somewhere in Ross and Cromarty, Scotland",Marvel Graphic Novel #4: New Mutants,Marvel Comics,good,"(current) X-Factor Investigations, (former) X-Factor, New Mutants, Hellions, Excalibur","Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)",38,16,35,42,26,42,Teacher,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo"
success,716,Wolfsbane,Female,null,12',1050 lb,Green,Auburn,Rahne Sinclair,No alter egos found.,Mutate #490,"Somewhere in Ross and Cromarty, Scotland",Marvel Graphic Novel #4: New Mutants,Marvel Comics,good,"(current) X-Factor Investigations, (former) X-Factor, New Mutants, Hellions, Excalibur","Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)",38,16,35,42,26,42,Teacher,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo"
success,716,Wolfsbane,Female,null,366 cm,473 kg,Green,Auburn,Rahne Sinclair,No alter egos found.,Grimfang,"Somewhere in Ross and Cromarty, Scotland",Marvel Graphic Novel #4: New Mutants,Marvel Comics,good,"(current) X-Factor Investigations, (former) X-Factor, New Mutants, Hellions, Excalibur","Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)",38,16,35,42,26,42,Teacher,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo"
success,716,Wolfsbane,Female,null,366 cm,473 kg,Green,Auburn,Rahne Sinclair,No alter egos found.,Mutate #490,"Somewhere in Ross and Cromarty, Scotland",Marvel Graphic Novel #4: New Mutants,Marvel Comics,good,"(current) X-Factor Investigations, (former) X-Factor, New Mutants, Hellions, Excalibur","Reverand Craig (father), Moira MacTaggert (surrogate mother, deceased)",38,16,35,42,26,42,Teacher,"(current) X-Factor Investigations, New York City (former)Professor Xavier's School of Gifted Youngsters, Salem Center, Westchester County, New York; Muir Island, Scotland; X-Factor headquarters, Embassy Row, Washington, D.C.; X-Factor Headquarters, New Yo"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Weapon X,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Weapon Ten,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Death,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Mutate 9601,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Jim Logan,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Emilio Garra,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Weapon Chi,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Experiment X,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Agent Ten,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Peter Richards,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Mai kethLogan,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,5'3,300 lb,Blue,Black,Logan,No alter egos found.,Mr. Patch,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Weapon X,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Weapon Ten,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Death,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
success,717,Wolverine,Male,Mutant,160 cm,135 kg,Blue,Black,Logan,No alter egos found.,Mutate 9601,"Alberta, Canada",Incredible Hulk Vol. 2 #180,Marvel Comics,good,"X-Men, formerly Horsemen of Apocalypse, Fantastic Four, Secret Defenders, Clan Yashida, Department H, Alpha Flight, Department K, Team X, Team_Weapon_X, Devil's Brigade, Canadian Army","John Howlett Sr. (father, deceased), Elizabeth Howlett (mother, deceased), John Howlett Jr. (brother, allegedly deceased), Viper (ex-wife), Amiko (foster daughter), Erista (son), X-23 (clone)",63,32,50,100,89,100,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner","Xavier Institute, Salem Center, Westchester County, New York; Avengers Tower, New York City"
